"date.x","month_year","swap","IPCA","IPCA_lag","ipcaanual","ipca_exp","ipca","selic","juro_real","juro_real_lag","IBC","hiato","hiato_lag","M1"
2015-11-01,"2015-11",15.37,1.01,0.82,10.4761799524441,0.48,7.07,14.15,3.32544087706268,3.83944665199576,136.81,-0.118205556799638,1.29443883795065,323866.983
2015-12-01,"2015-12",15.81,0.96,1.01,10.6734979956217,0.5,7.42,14.15,3.14122356963527,3.32544087706268,136.47,0.113590192037881,-0.118205556799638,347220.589
2016-01-01,"2016-01",15.29,1.27,0.96,10.7062933822265,0.4,7.41,14.15,3.11066924251873,3.14122356963527,135.53,-0.282288417327421,0.113590192037881,321522.785
2016-02-01,"2016-02",14.4,0.9,1.27,10.3563031245471,0.32,7.48,14.15,3.43768028471507,3.11066924251873,135.52,0.192578263977334,-0.282288417327421,319261.836
2016-03-01,"2016-03",13.8,0.43,0.9,9.38692778126984,0.27,7.08,14.15,4.35433402815224,3.43768028471507,134.4,-0.509866080397712,0.192578263977334,313677.641
2016-04-01,"2016-04",13.42,0.61,0.43,9.27831202535554,0.3,6.45,14.15,4.45805566022477,4.35433402815224,134.52,-0.0637259554671509,-0.509866080397712,316640.864
2016-05-01,"2016-05",13.24,0.78,0.61,9.32170226241145,0.4,6.11,14.15,4.41659582467797,4.45805566022477,134.09,-0.240617026212476,-0.0637259554671509,314364.643
2016-06-01,"2016-06",13.13,0.35,0.78,8.84445700995129,0.47,6.31,14.15,4.87442643915588,4.41659582467797,134.59,0.463155538673789,-0.240617026212476,315458.133
2016-07-01,"2016-07",13.23,0.52,0.35,8.73628323037472,0.48,5.92,14.15,4.97875833971213,4.87442643915588,134.41,0.481337989350126,0.463155538673789,313978.056
2016-08-01,"2016-08",13.15,0.44,0.52,8.97497792515305,0.57,5.73,14.15,4.74881681407753,4.97875833971213,133.74,0.00908028108557435,0.481337989350126,313375.647
2016-09-01,"2016-09",12.78,0.08,0.44,8.47638542619171,0.62,5.59,14.15,5.23027620391046,4.74881681407753,133.69,0.121420870036596,0.00908028108557435,323287.076
2016-10-01,"2016-10",12.36,0.26,0.08,7.87385838950587,0.55,4.98,14.05,5.72533670594557,5.23027620391046,133.37,-0.107358477730729,0.121420870036596,322983.773
2016-11-01,"2016-11",12.37,0.18,0.26,6.98745800871892,0.45,4.84,13.9,6.46107695232627,5.72533670594557,133.15,-0.353094401986768,-0.107358477730729,332706.192
2016-12-01,"2016-12",11.84,0.3,0.18,6.28805505422447,0.45,4.69,13.65,6.92640856210958,6.46107695232627,132.61,-1.07267700269096,-0.353094401986768,363028.546
2017-01-01,"2017-01",11.11,0.38,0.3,5.35395444201696,0.32,4.6,13.1727272727273,7.42143270475288,6.92640856210958,133.65,-0.373571846303877,-1.07267700269096,326435.805
2017-02-01,"2017-02",10.53,0.33,0.38,4.75879335151204,0.24,4.66,12.8166666666667,7.69183479244258,7.42143270475288,135.48,1.03614525093818,-0.373571846303877,333845.63
2017-03-01,"2017-03",9.85,0.25,0.33,4.57103488488577,0.19,4.48,12.15,7.24767152152346,7.69183479244258,135.27,0.439529459990943,1.03614525093818,325270.676
2017-04-01,"2017-04",9.45,0.14,0.25,4.08253089526351,0.2,4.45,11.5944444444444,7.21726641787759,7.24767152152346,135.23,0.0732905142318331,0.439529459990943,327570.8
2017-05-01,"2017-05",9.24,0.31,0.14,3.59712913379524,0.29,4.49,11.15,7.29061792479815,7.21726641787759,135.05,-0.382489307960809,0.0732905142318331,326537
2017-06-01,"2017-06",9.01,-0.23,0.31,2.99836147163679,0.38,4.54,10.15,6.94344883372984,7.29061792479815,135.98,0.306164728938537,-0.382489307960809,333582.469
2017-07-01,"2017-07",8.38,0.24,-0.23,2.7114579577882,0.41,3.98,10.0071428571429,7.10308766364995,6.94344883372984,136.36,0.495101469452295,0.306164728938537,333533.428
2017-08-01,"2017-08",7.81,0.19,0.24,2.45580418947431,0.5,4.71,9.15,6.53373995107775,7.10308766364995,135.66,-0.355343969308825,0.495101469452295,330016.863
2017-09-01,"2017-09",7.34,0.16,0.19,2.53770331352667,0.5,4.29,8.35,5.66844828648172,6.53373995107775,135.67,-0.506094926021674,-0.355343969308825,335224.186
2017-10-01,"2017-10",7.14,0.42,0.16,2.70133818815432,0.44,3.81,8.00714285714286,5.16624686941081,5.66844828648172,136.05,-0.318462741920722,-0.506094926021674,334125.389
2017-11-01,"2017-11",7.09,0.28,0.42,2.80385499608813,0.35,4.17,7.4,4.47079052053716,5.16624686941081,136.05,-0.521584181072049,-0.318462741920722,348897.769
2017-12-01,"2017-12",6.91,0.44,0.28,2.94734990834591,0.37,3.85,7,3.93662400757491,4.47079052053716,138.11,1.37194255428508,-0.521584181072049,383839.562
2018-01-01,"2018-01",6.88,0.29,0.44,2.8550480405261,0.28,3.68,6.9,3.93267227669774,3.93662400757491,137.42,0.642984610333995,1.37194255428508,347816.12
2018-02-01,"2018-02",6.78,0.32,0.29,2.84479636624713,0.2,3.99,6.71944444444444,3.76747119455521,3.93267227669774,136.81,0.0980805870677306,0.642984610333995,349603.126
2018-03-01,"2018-03",6.5,0.09,0.32,2.68065504536334,0.2,3.94,6.57857142857143,3.79615457408802,3.76747119455521,136.47,-0.149812966381991,0.0980805870677306,355419.947
2018-04-01,"2018-04",6.35,0.22,0.09,2.7626847278442,0.2,3.81,6.4,3.53952923844763,3.79615457408802,137.36,0.774087116861005,-0.149812966381991,359192.039
2018-05-01,"2018-05",6.78,0.4,0.22,2.85488532225653,0.28,4.1,6.4,3.44671491940924,3.53952923844763,133.05,-3.63295158246201,0.774087116861005,358130.097
2018-06-01,"2018-06",7.82,1.26,0.4,4.39095607629245,0.35,4.51,6.4,1.92453829260772,3.44671491940924,137.49,0.441831256651881,-3.63295158246201,359116.892
2018-07-01,"2018-07",7.55,0.33,1.26,4.48468299216298,0.37,4.79,6.4,1.83310792834648,1.92453829260772,137.99,0.473941920410727,0.441831256651881,356789.583
2018-08-01,"2018-08",7.77,-0.09,0.33,4.19268068417014,0.45,3.71,6.4,2.11849748114334,1.83310792834648,139.02,1.06206742363493,0.473941920410727,365719.88
2018-09-01,"2018-09",8.1,0.48,-0.09,4.52556464801734,0.46,3.6,6.4,1.79327933629891,2.11849748114334,138.26,-0.0246003788893552,1.06206742363493,371430.695
2018-10-01,"2018-10",7.39,0.45,0.48,4.55679116603604,0.43,4.09,6.4,1.7628781578013,1.79327933629891,138.45,-0.0453752510121667,-0.0246003788893552,362857.188
2018-11-01,"2018-11",6.92,-0.21,0.45,4.04589340305879,0.37,4,6.4,2.26256560441243,1.7628781578013,138.71,0.122479074990546,-0.0453752510121667,376198.825
2018-12-01,"2018-12",6.68,0.15,-0.21,3.74548212182735,0.36,3.25,6.4,2.55868286876866,2.26256560441243,139.26,0.705480137760446,0.122479074990546,410226.239
2019-01-01,"2019-01",6.54,0.32,0.15,3.77651576888747,0.3,3.64,6.4,2.52801340618825,2.55868286876866,139.33,0.929938886356786,0.705480137760446,372836.696
2019-02-01,"2019-02",6.47,0.43,0.32,3.89030580810774,0.21,3.9,6.4,2.41571547255606,2.52801340618825,137.78,-0.406623741641365,0.929938886356786,376405.088
2019-03-01,"2019-03",6.49,0.75,0.43,4.57536527292295,0.3,3.99,6.4,1.74480358955964,2.41571547255606,136.83,-1.22418171585121,-0.406623741641365,377380.908
2019-04-01,"2019-04",6.53,0.57,0.75,4.94057558868348,0.2,3.96,6.4,1.39071508149218,1.74480358955964,136.98,-1.12882369408663,-1.22418171585121,375671.489
2019-05-01,"2019-05",6.45,0.13,0.57,4.65836487743903,0.27,3.79,6.4,1.66411459284743,1.39071508149218,138.68,0.325376808826262,-1.12882369408663,371571.21
2019-06-01,"2019-06",6.01,0.01,0.13,3.3664138988019,0.34,3.51,6.4,2.93478895782149,1.66411459284743,138.89,0.188414919235044,0.325376808826262,376630.901
2019-07-01,"2019-07",5.55,0.19,0.01,3.22217690143485,0.3,3.48,6.4,3.07862437506972,2.93478895782149,138.4,-0.68682897058138,0.188414919235044,372490.492
2019-08-01,"2019-08",5.36,0.11,0.19,3.4288072225267,0.41,3.65,5.9,2.38926933785144,3.07862437506972,138.47,-0.993175711613845,-0.68682897058138,376799.693
2019-09-01,"2019-09",5.11,-0.04,0.11,2.89354667559487,0.45,3.46,5.70952380952381,2.73678692679067,2.38926933785144,139.29,-0.436210407304642,-0.993175711613845,387561.723
2019-10-01,"2019-10",4.54,0.1,-0.04,2.53503257567993,0.4,3.36,5.37826086956522,2.77293352570667,2.73678692679067,140.58,0.891246481538412,-0.436210407304642,381928.994
2019-11-01,"2019-11",4.55,0.51,0.1,3.27483840246103,0.35,3.31,4.9,1.57362782908042,2.77293352570667,140.04,0.912725361382814,0.891246481538412,406241.336
2019-12-01,"2019-12",4.59,1.15,0.51,4.30603998411319,0.31,3.89,4.59047619047619,0.272693898077558,1.57362782908042,139.42,1.52748609856799,0.912725361382814,447721.783
2020-01-01,"2020-01",4.43739130434783,0.21,1.15,4.19166932623587,0.3,4.23,4.4,0.199949453839565,0.272693898077558,140.13,4.21872811265136,1.52748609856799,404550.142
2020-02-01,"2020-02",4.28,0.25,0.21,4.00492731210935,0.19,3.39,4.19166666666667,0.179548565037613,0.199949453839565,139.83,6.5923603149764,4.21872811265136,409907.807
2020-03-01,"2020-03",3.98590909090909,0.07,0.25,3.3029585719383,0.25,3.41,3.94545454545455,0.62195311963773,0.179548565037613,129.68,-0.597269059167767,6.5923603149764,435822.892
2020-04-01,"2020-04",3.1505,-0.31,0.07,2.39904484475022,0.17,2.96,3.65,1.22164728894336,0.62195311963773,117.25,-10.7351751340733,-0.597269059167767,471271.06
2020-05-01,"2020-05",2.723,-0.38,-0.31,1.87748774027778,0.25,2.34,3.0125,1.11409525784123,1.22164728894336,121.01,-6.25660061243504,-10.7351751340733,503444.375
2020-06-01,"2020-06",2.41130434782609,0.26,-0.38,2.13215599280319,0.31,2.62,2.57857142857143,0.437095869982129,1.11409525784123,127.19,-0.942190269108514,-6.25660061243504,534044.506
2020-07-01,"2020-07",2.40434782608696,0.36,0.26,2.30545139672356,0.25,3.26,2.15,-0.151948302462135,0.437095869982129,131.13,1.05879450542047,-0.942190269108514,546432.508
2020-08-01,"2020-08",2.38952380952381,0.24,0.36,2.4383023474934,0.36,3.09,1.93571428571429,-0.490625137533252,-0.151948302462135,133.99,1.49560817642512,1.05879450542047,565320.57
2020-09-01,"2020-09",2.53428571428571,0.64,0.24,3.13516154713624,0.35,3.1,1.9,-1.19761440095456,-0.490625137533252,136.93,2.02927233372689,1.49560817642512,586004.391
2020-10-01,"2020-10",2.95571428571429,0.86,0.64,3.91820573071087,0.35,3.49,1.9,-1.94210987046944,-1.19761440095456,139.32,2.40617455244518,2.02927233372689,590278.158
2020-11-01,"2020-11",3.0545,0.89,0.86,4.31109119661146,0.28,4.09,1.9,-2.31144278997801,-1.94210987046944,139.41,1.08359637988883,2.40617455244518,607517.47
2020-12-01,"2020-12",2.816,1.35,0.89,4.51734150050989,0.3,4.4,1.9,-2.50421744653458,-2.31144278997801,139.61,0.478304817329565,1.08359637988883,641107.547
2021-01-01,"2021-01",3.22894736842105,0.25,1.35,4.55906082652544,0.22,4.01,1.9,-2.54311850690503,-2.50421744653458,140.09,0.676767167714984,0.478304817329565,590903.6
2021-02-01,"2021-02",3.61388888888889,0.86,0.25,5.19528054826288,0.33,3.62,1.9,-3.13253648936374,-2.54311850690503,141.02,1.72559199921532,0.676767167714984,587846.663
2021-03-01,"2021-03",4.72347826086956,0.93,0.86,6.09932712837189,0.39,4.12,2.22608695652174,-3.65057939261372,-3.13253648936374,135.8,-3.1550093839755,1.72559199921532,593105.306
2021-04-01,"2021-04",5.2135,0.31,0.93,6.75918852690329,0.304,4.4767,2.65,-3.84902562824162,-3.65057939261372,137.58,-1.13862501093149,-3.1550093839755,598687.912
2021-05-01,"2021-05",5.63285714285714,0.83,0.31,8.05590222011297,0.3,4.089,3.29285714285714,-4.40794531293012,-3.84902562824162,138.7,0.0540745379379552,-1.13862501093149,602415.023
2021-06-01,"2021-06",6.30714285714286,0.53,0.83,8.34689657079553,0.255,4.5606,3.75714285714286,-4.23616537152373,-4.40794531293012,139.07,0.367304099801124,0.0540745379379552,636140.891
2021-07-01,"2021-07",6.91666666666667,0.96,0.53,8.99464605208766,0.195,4.1771,4.15,-4.44484773111923,-4.23616537152373,138.65,-0.209227699668587,0.367304099801124,645132.915
2021-08-01,"2021-08",7.94136363636364,0.87,0.96,9.67966826889544,0.2,4.9646,5.01363636363636,-4.25423597545866,-4.44484773111923,139.1,-0.0164209097812232,-0.209227699668587,636970.352
2021-09-01,"2021-09",8.70238095238095,1.16,0.87,10.2463756168667,0.2,5.007,5.43571428571429,-4.36355508671839,-4.25423597545866,139.07,-0.387739938207715,-0.0164209097812232,629638.197
2021-10-01,"2021-10",9.8205,1.25,1.16,10.6726703470926,0.22,5.5557,6.3,-3.95099380305813,-4.36355508671839,139.71,-0.155280783470587,-0.387739938207715,619047.658
2021-11-01,"2021-11",11.9363157894737,0.95,1.25,10.738488170671,0.31,5.7538,7.65,-2.78899253700395,-3.95099380305813,141.3,1.01117221742492,-0.155280783470587,623268.166
2021-12-01,"2021-12",11.5347619047619,0.73,0.95,10.0610548932579,0.32,5.9602,8.75869565217391,-1.18330615888343,-2.78899253700395,141.35,0.684774792762779,1.01117221742492,653420.212
2022-01-01,"2022-01",11.9990476190476,0.54,0.73,10.3794359996823,0.4168,5.065,9.15,-1.1138270353962,-1.18330615888343,140.23,-0.785581680625043,0.684774792762779,599753.042
2022-02-01,"2022-02",12.2794736842105,1.01,0.54,10.5435934000388,0.375,5.498,10.4921052631579,-0.0465772237876916,-1.1138270353962,140.92,-0.498070391970206,-0.785581680625043,604776.93
2022-03-01,"2022-03",12.9704545454545,1.62,1.01,11.299315974556,0.37,5.443,11.15,-0.134157135871471,-0.0465772237876916,142.09,0.204600609547746,-0.498070391970206,602964.529
2022-04-01,"2022-04",12.9526315789474,1.06,1.62,12.1314811323759,0.3,6.4545,11.65,-0.429389790907608,-0.134157135871471,142.33,-0.0587708592532519,0.204600609547746,610803.461
2022-05-01,"2022-05",13.32681818,0.47,1.06,11.7311307088149,0.31,6.0968,12.5136363636364,0.700347029388548,-0.429389790907608,142.14,-0.776437032350915,-0.0587708592532519,602960.596
2022-06-01,"2022-06",13.6142857142857,0.67,0.47,11.8867296175907,0.2981,6.22,12.8880952380952,0.894981579966636,0.700347029388548,143.05,-0.401752572118406,-0.776437032350915,609435.478
2022-07-01,"2022-07",13.9661904761905,-0.68,0.67,10.0692351982875,0.24,5.6488,13.15,2.79893359498913,0.894981579966636,145.62,1.70663094510018,-0.401752572118406,603734.003
2022-08-01,"2022-08",13.5217391304348,-0.36,-0.68,8.72706052500614,0.22,4.7329,13.5847826086957,4.46781331182249,2.79893359498913,144.76,0.573541323970746,1.70663094510018,603313.056
2022-09-01,"2022-09",13.4404761904762,-0.29,-0.36,7.16859633203206,0.1605,5.1057,13.65,6.04785719865839,4.46781331182249,144.84,0.541587123734156,0.573541323970746,606755.327
2022-10-01,"2022-10",13.1625,0.59,-0.29,6.47001585223808,0.2314,4.6005,13.65,6.74366777377633,6.04785719865839,144.95,0.62558179330031,0.541587123734156,594572.665
2022-11-01,"2022-11",13.879,0.41,0.59,5.90048827858569,0.3,5.2067,13.65,7.31772992493498,6.74366777377633,143.04,-1.34479347873197,0.62558179330031,606868.801
2022-12-01,"2022-12",13.8323809523809,0.62,0.41,5.78484195960776,0.3,5.2379,13.65,7.43505203079609,7.31772992493498,142.52,-2.13198931987229,-1.34479347873197,645798.347
2023-01-01,"2023-01",13.5277272727273,0.53,0.62,5.77432029241463,0.499,5.3988,13.65,7.44573889561564,7.43505203079609,143.44,-1.7463902344026,-2.13198931987229,595517.983
2023-02-01,"2023-02",13.4166666666667,0.84,0.53,5.59630193334413,0.37,5.8184,13.65,7.62687510755788,7.44573889561564,147.65,1.77928505005123,-1.7463902344026,599821.499
2023-03-01,"2023-03",12.9295652173913,0.71,0.84,4.65069442734789,0.41,5.6938,13.65,8.59937492235156,7.62687510755788,147.34,0.897850325396836,1.77928505005123,600411.789
2023-04-01,"2023-04",12.8233333333333,0.61,0.71,4.18470578206482,0.31,5.6173,13.65,9.08510913083043,8.59937492235156,149.05,2.26384562937094,0.897850325396836,601348.363
2023-05-01,"2023-05",12.6509090909091,0.23,0.61,3.93583219405154,0.35,5.3662,13.65,9.34631262470849,9.08510913083043,145.93,-0.933009860739487,2.26384562937094,588530.231
2023-06-01,"2023-06",12.0755,-0.08,0.23,3.16150146845762,0.3,4.5193,13.65,10.1670665725521,9.34631262470849,146.61,-0.211650770095033,-0.933009860739487,597802.82
2023-07-01,"2023-07",11.53,0.12,-0.08,3.99244388866271,0.25,3.8803,13.65,9.28678637620726,10.1670665725521,147.08,0.346739097871975,-0.211650770095033,595150.194
2023-08-01,"2023-08",11.0691304347826,0.23,0.12,4.60821608752169,0.2,4.0275,13.1934782608696,8.20706297693186,9.28678637620726,146.27,-0.38138649609618,0.346739097871975,597125.913
2023-09-01,"2023-09",10.9285,0.26,0.23,5.18523462977563,0.15,4.2184,12.975,7.40575937073515,8.20706297693186,146.28,-0.378468716079894,-0.38138649609618,593557.239
2023-10-01,"2023-10",11.1119047619048,0.24,0.26,4.81924564358993,0.225,4.0625,12.65,7.47072191593181,7.40575937073515,146.26,-0.54516651815153,-0.378468716079894,586994.901
2023-11-01,"2023-11",10.6495,0.28,0.24,4.68353702957067,0.312,3.8551,12.175,7.15629523323535,7.47072191593181,146.51,-0.600599798710132,-0.54516651815153,605934.378
2023-12-01,"2023-12",10.2310526315789,0.56,0.28,4.62111393056679,0.28,3.9286,11.875,6.93348196832175,7.15629523323535,147.56,0.0115420890245509,-0.600599798710132,644359.232
2024-01-01,"2024-01",10.0463636363636,0.42,0.56,4.50663743069244,0.4276,3.8034,11.65,6.83531950211771,6.93348196832175,148.54,0.497619775058574,0.0115420890245509,597775.972
2024-02-01,"2024-02",9.93315789473684,0.83,0.42,4.49627382126856,0.3801,3.8014,11.15,6.36742912968555,6.83531950211771,149.23,0.71303204864601,0.497619775058574,599128.473
2024-03-01,"2024-03",9.8355,0.16,0.83,3.9255961268817,0.5,3.7007,11,6.80718142283374,6.36742912968555,148.85,-0.0882906155473112,0.71303204864601,629353.012
2024-04-01,"2024-04",10.1622727272727,0.38,0.16,3.68801649156532,0.3,3.4213,10.65,6.71435691799642,6.80718142283374,149.23,-0.101837080242746,-0.0882906155473112,640702.555
2024-05-01,"2024-05",10.4009523809524,0.46,0.38,3.92595167856582,0.3,3.5588,10.4595238095238,6.28675708562745,6.71435691799642,149.6,-0.115738656866004,-0.101837080242746,652215.449
